SMILES,Formula,Exact_Mol_Wt,Iso_Wts,Mult
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@](O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])(C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])[H])[C@@](C(=O)C([H])[H])(C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])[C@](C(=O)C([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C(=O)[C@]1(C([H])([H])[H])C([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C1([H])[H],C18H28O2,276.20893013600056,"276.20893014396, 277.21228497916, 278.21563981436",2
C([H])([H])C([H])(C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1[H])[C@](C(=O)C([H])[H])(C([H])([H])[H])C([H])([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])(O[H])C([H])[H])[C@@](C([H])[H])(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C([H])(C([H])([H])C([H])[H])C([H])([C@]2(C([H])([H])[H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C([H])C([H])([C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])([H])C([H])[H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C([H])(C([H])[H])C([H])([C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])[H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@](O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C2([H])C([H])([H])C([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C(=O)C([H])[H])C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C(=O)[C@]1(C([H])[H])C([H])([H])[H],C7H10O,110.07316494,"110.07316494290001, 111.07651977809999",2
C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C12H20O,180.15141526,"180.1514152656, 181.15477010080002",2
C([H])([H])C1([H])C([H])(C([H])[C@@](C(=O)C([H])([H])C([H])[H])(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1([H])C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1[H],C18H28O2,276.20893013600056,"276.20893014396, 277.21228497916, 278.21563981436",2
C([H])([H])C([H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])C1([H])C([H])([H])C([H])([H])C(=O)[C@]1(C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])(O[H])C([H])[H])[C@@]1(C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])(C([H])(C([H])([H])C([H])[H])C1([H])C([H])([H])C([H])([H])C(=O)[C@]1(C([H])[H])C([H])([H])[H])[C@]1(C([H])([H])[H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C1([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])(C([H])C1([H])C([H])([H])C([H])([H])C(=O)[C@]1(C([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])(C([H])(C([H])[H])C1([H])C([H])([H])C([H])([H])C(=O)[C@]1(C([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@](O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C1([H])C([H])(C2([H])C([H])([H])C([H])([H])C(=O)[C@]2(C([H])[H])C([H])([H])[H])C([H])([H])C([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C(=O)[C@@](C[H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C8H12O,124.088815004,"124.08881500743999, 125.09216984264",2
C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1[H],C11H18O,166.135765196,"166.13576520106, 167.13912003626",2
C([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])(O[H])C([H])[H])[C@@](C([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])(C([H])([H])C([H])[H])C([H])(C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H])[C@]1(C([H])([H])[H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C1([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C1([H])C([H])([H])C([H])([H])C([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])[H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])C([H])(C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])(C([H])[H])C([H])(C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])[H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
