SMILES,Formula,Exact_Mol_Wt,Iso_Wts,Mult
[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C=O,C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
C([H])([H])C([H])([H])C1([H])C([H])(C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]2C([H])([H])[H])C([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[H])[C@@](C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@](C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@]([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O,273.2218405480005,"273.22184055603003, 274.22519539123005, 275.22855022643",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])(C([H])[H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])O[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])O[H])[C@](C([H])([H])[H])(C([H])([H])C([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]1C=O,C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
C([H])([H])C([H])([H])C([H])(C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])([H])C([H])[H])[C@](C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C([H])C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[C@@](C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C(=O)[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C1([H])C([H])[H],C18H28O2,276.20893013600056,"276.20893014396, 277.21228497916, 278.21563981436",2
C([H])[H],CH2,14.015650063999999,"14.01565006454, 15.01900489974",2
C([H])([H])C([H])([H])C([H])(C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])C([H])[H])[C@@](C=O)(C([H])[H])C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C([H])[C@](C=O)(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C(=O)[C@]1(C([H])([H])[H])C([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C1([H])[H],C17H26O2,262.19328007200016,"262.19328007942, 263.19663491462, 264.19998974982",2
C([H])([H])C([H])[H],C2H4,28.031300127999998,"28.03130012908, 29.03465496428",2
C([H])([H])C([H])([H])C([H])(C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C1[H])[C@](C=O)(C([H])([H])[H])C([H])([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])(O[H])C([H])[H])[C@@](C([H])[H])(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C([H])(C([H])([H])C([H])[H])C([H])([C@]2(C([H])([H])[H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C([H])C([H])([C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])([H])C([H])[H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C([H])(C([H])[H])C([H])([C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C2([H])C([H])[H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O)C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@](O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])C([H])([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])C3([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@@]1(C=O)C([H])([H])[H],C19H29O2,289.2167551680008,"289.21675517623004, 290.22011001143005, 291.22346484663",2
[C@]1C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@@]1C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C2([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@@]1C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C([H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C21[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@@]([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O,258.1983654520001,"258.19836545922, 259.20172029442, 260.20507512962",2
[C@]1(C([H])([H])C([H])([H])[C@]([H])O[H])C([H])(C([H])[H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C21[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@@]1(C([H])([H])C([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C2([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])O[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3C([H])([H])C([H])([H])C12[H],C17H24O2,260.1776300080001,"260.17763001488, 261.18098485008, 262.18433968528",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])(C1([H])C([H])([H])C([H])([H])C(=O)[C@]1C([H])([H])[H])C2([H])C([H])([H])C([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])C(=O)[C@@](C([H])([H])[H])C([H])([H])C([H])([H])C12[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@@](C(=O)C([H])[H])(C([H])([H])[H])C1([H])C([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])(C1([H])C([H])([H])C([H])([H])C(=O)[C@]1(C([H])[H])C([H])([H])[H])C2([H])C([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])C2([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C1[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@@](C(=O)C([H])([H])C([H])[H])(C([H])([H])[H])C1[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@@]12C([H])C([H])(C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C2([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@@]12C([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C2([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@@]1(C([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C2([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@@]1(C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C2([H])C([H])([H])C([H])[H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C1([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]1(C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])[H])C([H])C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C21[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]1(C2([H])C([H])C3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]1(C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])C2([H])C([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O)C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@](O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12,C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])([H])C([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
[C@]12C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C1([H])C([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H],C18H26O2,274.1932800720005,"274.19328007942, 275.19663491462, 276.19998974982",2
C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])C([H])(C([H])([H])C([H])([H])C1([H])C([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C12[H])[C@@]C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@]([H])C([H])([H])C([H])([H])[C@@]1C([H])([H])[H],C19H29O,273.2218405480005,"273.22184055603003, 274.22519539123005, 275.22855022643",2
C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])[H])[C@](C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])O[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[C@@]([H])O[H])[C@](C([H])([H])[H])C([H])([H])C([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
C1([H])C([H])([H])C([H])([H])[C@]2C(=O)C([H])([H])C([H])([H])C2([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]1C([H])([H])[H],C18H27O2,275.20110510400053,"275.20110511169, 276.20445994689004, 277.20781478209",2
C([H])(C([H])([H])C([H])[H])C([H])(C([H])([H])C([H])([H])C1([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]1C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C(=O)[C@]1C([H])([H])[H],C19H30O2,290.22458020000084,"290.2245802085, 291.22793504370003, 292.2312898789",2
